,length,num_tokens,num_sentences,avg_sent_len,num_exclm_mark,ratio_q
396,0.1072961373390558,0.10303030303030303,0.0,0.1072961373390558,0.0,0.0
397,0.09978540772532189,0.07878787878787878,0.0,0.09978540772532188,0.0,0.0
398,0.07081545064377683,0.04242424242424243,0.0,0.07081545064377683,0.0,0.0
399,0.06223175965665236,0.05454545454545454,0.0,0.062231759656652355,0.0,0.0
400,0.032188841201716736,0.030303030303030304,0.0,0.032188841201716736,0.0,0.0
401,0.14484978540772533,0.13333333333333333,0.0,0.1448497854077253,0.0,0.0
402,0.055793991416309016,0.03636363636363636,0.0,0.055793991416309,0.0,0.0
403,0.12124463519313304,0.10303030303030303,0.0,0.12124463519313303,0.0,0.0
404,0.1072961373390558,0.09696969696969697,0.375,0.02932761087267525,0.0,0.0
405,0.034334763948497854,0.024242424242424242,0.0,0.03433476394849785,0.0,0.0
406,0.08690987124463519,0.09090909090909091,0.0625,0.06276824034334763,0.0,0.0
407,0.3133047210300429,0.23030303030303031,0.0625,0.23256437768240343,0.0,0.0
408,0.1684549356223176,0.16363636363636364,0.0,0.1684549356223176,0.0,0.0
409,0.19527896995708155,0.18787878787878787,0.0,0.19527896995708152,0.0,0.0
410,0.09012875536480687,0.07878787878787878,0.0625,0.0651824034334764,0.0,0.0
411,0.05793991416309013,0.024242424242424242,0.0,0.05793991416309013,0.0,0.0
412,0.13090128755364808,0.13333333333333333,0.0,0.13090128755364805,0.0,0.0
413,0.0407725321888412,0.03636363636363636,0.0,0.0407725321888412,0.0,0.0
414,0.11051502145922747,0.09090909090909091,0.0,0.11051502145922747,0.0,0.0
415,0.38197424892703863,0.3393939393939394,0.125,0.22532188841201714,0.0,0.0
416,0.02682403433476395,0.01818181818181818,0.0,0.02682403433476395,0.0,0.0
417,0.04721030042918455,0.03636363636363636,0.0,0.04721030042918455,0.0,0.0
418,0.1791845493562232,0.18787878787878787,0.0625,0.13197424892703863,0.0,0.0
419,0.043991416309012876,0.024242424242424242,0.0,0.04399141630901287,0.0,0.0
420,0.14377682403433475,0.10303030303030303,0.0,0.14377682403433475,0.0,0.0
421,0.7242489270386266,0.6545454545454545,0.0,0.7242489270386265,0.0,0.0
422,0.03648068669527897,0.03636363636363636,0.0,0.03648068669527897,0.0,0.0
423,0.26931330472103004,0.28484848484848485,0.0,0.26931330472103004,0.0,0.0
424,0.5504291845493562,0.5696969696969697,0.0,0.5504291845493562,0.0,0.0
425,0.034334763948497854,0.01818181818181818,0.0,0.03433476394849785,0.0,0.0
426,0.10085836909871244,0.04242424242424243,0.0,0.10085836909871244,0.0,0.0
427,0.3111587982832618,0.3151515151515151,0.0,0.3111587982832618,0.0,0.0
428,0.3090128755364807,0.28484848484848485,0.0625,0.22934549356223174,0.0,0.0
429,0.05793991416309013,0.048484848484848485,0.0,0.05793991416309013,0.0,0.0
430,0.07188841201716738,0.06666666666666667,0.0,0.07188841201716738,0.0,0.0
431,0.030042918454935622,0.024242424242424242,0.0,0.030042918454935622,0.0,0.0
432,0.13841201716738197,0.11515151515151516,0.0,0.13841201716738197,0.0,0.0
433,0.08583690987124463,0.07272727272727272,0.0,0.08583690987124463,0.0,0.0
434,0.23927038626609443,0.22424242424242424,0.0,0.2392703862660944,0.0,0.0
435,0.05793991416309013,0.04242424242424243,0.0,0.05793991416309013,0.0,0.0
436,0.11695278969957082,0.12121212121212122,0.0,0.11695278969957082,0.0,0.0
437,0.1459227467811159,0.15757575757575756,0.125,0.08369098712446352,0.0,0.0
438,0.6566523605150214,0.6666666666666666,0.0,0.6566523605150214,0.0,0.0
439,0.41094420600858367,0.4,0.125,0.2427038626609442,0.0,0.0
440,0.12446351931330472,0.08484848484848485,0.0,0.12446351931330471,0.0,0.0
441,0.04721030042918455,0.048484848484848485,0.0,0.04721030042918455,0.0,0.0
442,0.16201716738197425,0.15757575757575756,0.0,0.16201716738197425,0.0,0.0
443,0.14377682403433475,0.11515151515151516,0.0,0.14377682403433475,0.0,0.0
444,0.2017167381974249,0.16363636363636364,0.0,0.2017167381974249,0.0,0.0
445,0.1223175965665236,0.10303030303030303,0.0,0.12231759656652359,0.0,0.0
446,0.03755364806866953,0.024242424242424242,0.0,0.03755364806866952,0.0,0.0
447,0.20386266094420602,0.19393939393939394,0.0625,0.15048283261802575,0.0,0.0
448,0.17167381974248927,0.1393939393939394,0.1875,0.08100858369098712,0.0,0.0
